Headline/Title,City,Country,Industry,Roles,Companies_Worked_At,Total_Years_Experience,Educational_Institutions,Qualifications,Skills,Certifications,Projects,Candidate_Profile
year cro cdm quality manager data lead fsp,bloemfontein free state south africa,south africa,pharmaceutical,bookkeeper data lead senior data lead assistant clinical data manager administrative manager sale assistant stockmaster bookkeeper data scientist data operation coordinator associate data operation leader associate director clinical data management,parexel camdeboo fitment centre quintilesims syneos health melamine corner iqvia quintiles,19,middelburg high school south africa charney associate inc new horizon central university technology free state,matric grade english afrikaans mathematics accounting science biology peer training methodology train trainer computer science national diploma business administration national diploma business administration,high achiever oracle clinical edc certified trainer ich gcp planning operational risk management clinical data management clinical trial malaria teamwork emotional intelligence data management employee training management oncology highly ambitious coordination professional manner high performer quality control initiator cro job coaching microsoft office passion succeed sop pastel accounting passion technology flexible approach close attention detail conveyancing cross cultural team pharmaceutical industry gcp self driven communication skill customer service medidata itp therapeutic area medidata rave leadership inform md passion quality,unknown,unknown,year cro cdm quality manager data lead fsp bookkeeper data lead senior data lead assistant clinical data manager administrative manager sale assistant stockmaster bookkeeper data scientist data operation coordinator associate data operation leader associate director clinical data management parexel camdeboo fitment centre quintilesims syneos health melamine corner iqvia quintiles middelburg high school south africa charney associate inc new horizon central university technology free state matric grade english afrikaans mathematics accounting science biology peer training methodology train trainer computer science national diploma business administration national diploma business administration high achiever oracle clinical edc certified trainer ich gcp planning operational risk management clinical data management clinical trial malaria teamwork emotional intelligence data management employee training management oncology highly ambitious coordination professional manner high performer quality control initiator cro job coaching microsoft office passion succeed sop pastel accounting passion technology flexible approach close attention detail conveyancing cross cultural team pharmaceutical industry gcp self driven communication skill customer service medidata itp therapeutic area medidata rave leadership inform md passion quality unknown unknown
senior lecturer programming digital electronics central university technology free state,bloemfontein metropolitan area,south africa,electrical electronic manufacturing,senior lecturer director pcb designer electronics lecturer pcb designer lecturer programming digital electronics lecturer programming digital electronics electronics engineering lecturer electronics engineering lecturer data scientist founder consultant deep agri artificial intelligence member curriculum advisory committee artificial intelligence founder consultant secure,ikhala tvet college protocol engineer secure central university technology free state http code lingo robo vision jimdosite com ikhala pubic fet deep agri artificial intelligence regenesys running current electronics ikhala pubic fet,21,central university technology free state university south africa universiteit van suid afrika university south africa universiteit van suid afrika university capetown university south africa universiteit van suid afrika university south africa universiteit van suid afrika university south africa universiteit van suid afrika central university technology free state university south africa universiteit van suid afrika central university technology free state,electrical engineering light current electrical engineering bachelor technology btech electronics design control engineering master technology mtech electrical electronics engineering certificate data science python business intelligence doctor philosophy phd science engineering technology completed doctor philosophy phd science engineering technology submitted marking doctor philosophy phd science engineering technology electrical engineering light current electrical engineering doctor philosophy phd science engineering technology electrical engineering light current electrical electronics communication engineering,power electronics control system design embedded system electrical engineering microcontrollers electronic control system automation electronics pcb design engineering manufacturing instrumentation design experiment testing,dlen deep learning python pytorch dlen applied deep learning capstone dlen deep learning tensorflow dlen deep learning fundamental kera professional certificate deep learning deep learning professional certificate credential dlen gpus scale speed deep learning,electronics water pump timer understanding ecosystem writing book analogy explain machine learning algorithm use deep learning fast develop plant spectral library artificial intelligence fuzzy logic monitoring micro climatic condition,senior lecturer programming digital electronics central university technology free state senior lecturer director pcb designer electronics lecturer pcb designer lecturer programming digital electronics lecturer programming digital electronics electronics engineering lecturer electronics engineering lecturer data scientist founder consultant deep agri artificial intelligence member curriculum advisory committee artificial intelligence founder consultant secure ikhala tvet college protocol engineer secure central university technology free state http code lingo robo vision jimdosite com ikhala pubic fet deep agri artificial intelligence regenesys running current electronics ikhala pubic fet central university technology free state university south africa universiteit van suid afrika university south africa universiteit van suid afrika university capetown university south africa universiteit van suid afrika university south africa universiteit van suid afrika university south africa universiteit van suid afrika central university technology free state university south africa universiteit van suid afrika central university technology free state electrical engineering light current electrical engineering bachelor technology btech electronics design control engineering master technology mtech electrical electronics engineering certificate data science python business intelligence doctor philosophy phd science engineering technology completed doctor philosophy phd science engineering technology submitted marking doctor philosophy phd science engineering technology electrical engineering light current electrical engineering doctor philosophy phd science engineering technology electrical engineering light current electrical electronics communication engineering power electronics control system design embedded system electrical engineering microcontrollers electronic control system automation electronics pcb design engineering manufacturing instrumentation design experiment testing dlen deep learning python pytorch dlen applied deep learning capstone dlen deep learning tensorflow dlen deep learning fundamental kera professional certificate deep learning deep learning professional certificate credential dlen gpus scale speed deep learning electronics water pump timer understanding ecosystem writing book analogy explain machine learning algorithm use deep learning fast develop plant spectral library artificial intelligence fuzzy logic monitoring micro climatic condition
data scientist engineer crickmay,pietermaritzburg kwazulu natal south africa,south africa,unknown,associate statistical programmer data scientist engineer,iqvia crickmay associate,4,university free state university free state university free state university free state,master science mathematical statistic bschons mathematical statistic mathematical statistic probability bachelor science actuarial science master science mathematical statistic,unknown,database structure management mysql sa certified specialist base programming sa,unknown,data scientist engineer crickmay associate statistical programmer data scientist engineer iqvia crickmay associate university free state university free state university free state university free state master science mathematical statistic bschons mathematical statistic mathematical statistic probability bachelor science actuarial science master science mathematical statistic unknown database structure management mysql sa certified specialist base programming sa unknown
data scientist facilitor statistician,pietermaritzburg kwazulu natal south africa,south africa,research,presentation phd researcher human resource director data entry clerk research statistician statistician math teacher founder managing director independent statistician data scientist senior data analyst research assistant msc applied math,univen contemplatewild minister education univen colloquial temasek burco dti panagora group innscor franchising zimbabwe kwazulu natal department health independent min education health system trust rigorous statistic tbhivcare university venda africa health research institute ahri,18,midland state university university venda university venda university venda math,bsc honour applied mathematics pas master degree biomathematics pas phd math modeling infectious disease master degree biomathematics msc biomaths biomathematics,mathematical modeling data analysis powerpoint numerical analysis microsoft word strategic planning research management numerical simulation science teaching cspro mathematical modelling biomathematics microsoft excel computer repair consultant python programming microsoft office latex sap mathematical programming matlab mathematical finance research public health spss ubuntu linux management customer service computer technicial mathematical modelling public speaking statistic python data modeling,data science healthcare medicine public health machine learning specialization sql server fundamental master basic query technique education enhancer ibm data science professional excellent paper award machine learning data science hand python,unknown,data scientist facilitor statistician presentation phd researcher human resource director data entry clerk research statistician statistician math teacher founder managing director independent statistician data scientist senior data analyst research assistant msc applied math univen contemplatewild minister education univen colloquial temasek burco dti panagora group innscor franchising zimbabwe kwazulu natal department health independent min education health system trust rigorous statistic tbhivcare university venda africa health research institute ahri midland state university university venda university venda university venda math bsc honour applied mathematics pas master degree biomathematics pas phd math modeling infectious disease master degree biomathematics msc biomaths biomathematics mathematical modeling data analysis powerpoint numerical analysis microsoft word strategic planning research management numerical simulation science teaching cspro mathematical modelling biomathematics microsoft excel computer repair consultant python programming microsoft office latex sap mathematical programming matlab mathematical finance research public health spss ubuntu linux management customer service computer technicial mathematical modelling public speaking statistic python data modeling data science healthcare medicine public health machine learning specialization sql server fundamental master basic query technique education enhancer ibm data science professional excellent paper award machine learning data science hand python unknown
unknown,pietermaritzburg kwazulu natal south africa,south africa,unknown,english second language teacher phd researcher addiction counselor epik native english teacher data scientist junior data scientist,south coast recovery centre epik english program korea fathom data university kwazulu natal english academy,10,university kwazulu natal university kwazulu natal university kwazulu natal university kwazulu natal,bachelor social science psychology business management bachelor social science honour psychology master social science research experimental psychology doctor philosophy phd research experimental psychology,unknown,unknown,unknown,unknown english second language teacher phd researcher addiction counselor epik native english teacher data scientist junior data scientist south coast recovery centre epik english program korea fathom data university kwazulu natal english academy university kwazulu natal university kwazulu natal university kwazulu natal university kwazulu natal bachelor social science psychology business management bachelor social science honour psychology master social science research experimental psychology doctor philosophy phd research experimental psychology unknown unknown unknown
general manager mymb trading,pietermaritzburg kwazulu natal south africa,south africa,unknown,general manager data capturer data capture clerk tournament coordinator operation manager data scientist research development specialist research development analyst,think source gamma education technology cleland complex management platinum sky mymb trading university kwazulu natal,9,university kwazulu natal,bachelor social science anthropology political science,unknown,unknown,unknown,general manager mymb trading general manager data capturer data capture clerk tournament coordinator operation manager data scientist research development specialist research development analyst think source gamma education technology cleland complex management platinum sky mymb trading university kwazulu natal university kwazulu natal bachelor social science anthropology political science unknown unknown unknown
data scientist,pietermaritzburg kwazulu natal south africa,south africa,unknown,analyst data scientist,nated system freelance,3,university kwazulu natal university kwazulu natal,master degree management information system big data doctor philosophy phd information technology,unknown,unknown,unknown,data scientist analyst data scientist nated system freelance university kwazulu natal university kwazulu natal master degree management information system big data doctor philosophy phd information technology unknown unknown unknown
self motivated person easily communicate,pietermaritzburg kwazulu natal south africa,south africa,unknown,data scientist,deviare,1,mangosuthu technikon mangosuthu university technology,diploma accounting finance diploma public finance accounting accounting finance,unknown,unknown,unknown,self motivated person easily communicate data scientist deviare mangosuthu technikon mangosuthu university technology diploma accounting finance diploma public finance accounting accounting finance unknown unknown unknown
data scientist spokesdude network data analysis data analytics,pietermaritzburg kwazulu natal south africa,south africa,broadcast medium,director founder founding director data scientist floor supervisor customer service representative,spokesdude network mcdonald thespokesdude network tsdn explore director thespokesdude network pty ltd junto global bpesa,20,amakholwa secondary school exploreai academy kwazulu natal missionary bible college explore data science academy amakholwa secondary school explore data science academy amakholwa secondary school,matric physical science data science information technology diploma pastoral theology theology theological study data science information technology matric physical science matric,music musician new business development microsoft word sale strategic planning customer satisfaction marketing communication coaching research management leadership time management podcaster budget training entrepreneurship account management blog writer marketing event management business strategy leadership development microsoft excel microsoft office photographer social medium marketing strategy preacher public speaker negotiation business planning photography social medium marketing management customer service public relation english public speaking business development leadership advertising,applied machine learning algorithm python basic machine learning python foundation,unknown,data scientist spokesdude network data analysis data analytics director founder founding director data scientist floor supervisor customer service representative spokesdude network mcdonald thespokesdude network tsdn explore director thespokesdude network pty ltd junto global bpesa amakholwa secondary school exploreai academy kwazulu natal missionary bible college explore data science academy amakholwa secondary school explore data science academy amakholwa secondary school matric physical science data science information technology diploma pastoral theology theology theological study data science information technology matric physical science matric music musician new business development microsoft word sale strategic planning customer satisfaction marketing communication coaching research management leadership time management podcaster budget training entrepreneurship account management blog writer marketing event management business strategy leadership development microsoft excel microsoft office photographer social medium marketing strategy preacher public speaker negotiation business planning photography social medium marketing management customer service public relation english public speaking business development leadership advertising applied machine learning algorithm python basic machine learning python foundation unknown
associate data scientist,port elizabeth metropolitan area,south africa,unknown,associate data scientist mathematical statistic tutor data science graduate intern,rhodes university south african reserve bank,4,rhodes university nkululeko secondary senior school rhodes university university western cape,bachelor science honour mathematical statistic bachelor science mathematics mathematical statistic master science statistical science specialisation data science,unknown,unknown,unknown,associate data scientist associate data scientist mathematical statistic tutor data science graduate intern rhodes university south african reserve bank rhodes university nkululeko secondary senior school rhodes university university western cape bachelor science honour mathematical statistic bachelor science mathematics mathematical statistic master science statistical science specialisation data science unknown unknown unknown
data scientist phd,port elizabeth eastern cape south africa,south africa,unknown,research associate vice president senior lecturer associate lecturer outgoing president lecturer president data scientist head department statistic,nelson mandela university nelson mandela metropolitan university south african statistical association sasa matrix design group llc south african statistical association sasa,15,nelson mandela metropolitan university nelson mandela metropolitan university nelson mandela metropolitan university nelson mandela metropolitan university,bachelor science honour cum laude mathematical statistic equivalent master science cum laude mathematical statistic doctor philosophy mathematical statistic bachelor science cum laude mathematical statistic probability equivalent,unknown,unknown,sasa conference sasa conference sasa conference,data scientist phd research associate vice president senior lecturer associate lecturer outgoing president lecturer president data scientist head department statistic nelson mandela university nelson mandela metropolitan university south african statistical association sasa matrix design group llc south african statistical association sasa nelson mandela metropolitan university nelson mandela metropolitan university nelson mandela metropolitan university nelson mandela metropolitan university bachelor science honour cum laude mathematical statistic equivalent master science cum laude mathematical statistic doctor philosophy mathematical statistic bachelor science cum laude mathematical statistic probability equivalent unknown unknown sasa conference sasa conference sasa conference
data scientist automation aspiring fullstack web dev design data azure certified kaizen,port elizabeth eastern cape south africa,south africa,unknown,configuration analyst data scientist,ntt data dimension data,1,unknown,unknown,unknown,microsoft certified azure fundamental learn git course learn functional programming python microsoft certified azure fundamental learn javascript developer sap hana introduction course learn object oriented programming python course python essential training,unknown,data scientist automation aspiring fullstack web dev design data azure certified kaizen configuration analyst data scientist ntt data dimension data unknown unknown unknown microsoft certified azure fundamental learn git course learn functional programming python microsoft certified azure fundamental learn javascript developer sap hana introduction course learn object oriented programming python course python essential training unknown
machine learning engineering scientist day,port elizabeth eastern cape south africa,south africa,unknown,machine learning engineer student assistant data scientist,spatialedge nelson mandela metropolitan university nelson mandela university,6,nelson mandela metropolitan university nelson mandela metropolitan university hoërskool framesby nelson mandela metropolitan university nelson mandela metropolitan university nelson mandela metropolitan university,honour degree mathematics statistic cum laude master science statistic nsc matric bachelor degree mathematics statistic cum laude bachelor degree mathematics statistic cum laude honour degree mathematics statistic cum laude,unknown,unknown,unknown,machine learning engineering scientist day machine learning engineer student assistant data scientist spatialedge nelson mandela metropolitan university nelson mandela university nelson mandela metropolitan university nelson mandela metropolitan university hoërskool framesby nelson mandela metropolitan university nelson mandela metropolitan university nelson mandela metropolitan university honour degree mathematics statistic cum laude master science statistic nsc matric bachelor degree mathematics statistic cum laude bachelor degree mathematics statistic cum laude honour degree mathematics statistic cum laude unknown unknown unknown
business intelligence analyst mtn south africa,port elizabeth eastern cape south africa,south africa,professional training coaching,business intelligence analyst intern app developer data science intern business intelligence developer data science graduate vacation student junior data scientist junior data scientist,council industrial scientific research csir simfy africa nimble group pty ltd accenture council scientific industrial research council scientific industrial research csir mtn south africa csir angel resource centre,8,sol plaatje university sol platjee university,bachelor degree bsc data science bachelor degree bsc data science,unknown,unknown,unknown,business intelligence analyst mtn south africa business intelligence analyst intern app developer data science intern business intelligence developer data science graduate vacation student junior data scientist junior data scientist council industrial scientific research csir simfy africa nimble group pty ltd accenture council scientific industrial research council scientific industrial research csir mtn south africa csir angel resource centre sol plaatje university sol platjee university bachelor degree bsc data science bachelor degree bsc data science unknown unknown unknown
data business intelligence professional data analyst data scientist,port elizabeth eastern cape south africa,south africa,information technology service,head business intelligence supervisor director senior software developer consultant system developer data analyst system developer web developer business intelligence developer software developer data scientist senior data analyst research assistant,business connexion emediait ramp actualise algoa bus company kohort block code nelson mandela metropolitan university spec saver hybrid development leadhome,18,nelson mandela university nelson mandela university nelson mandela metropolitan university grey high school technikon grey high school technikon,bsc physic mathematics bsc honour physic bsc physic mathematics bsc physic mathematics,programming data analysis jquery integration mysql sdlc web development net asp net uml java oop ii mvc management sql asp net mvc database architecture wpf sql visual studio wcf web application crystal report agile methodology system analysis web service visual basic qlikview winforms javascript software development testing software xml linq php microsoft sql server soa visual basic net net net framework architecture database design cs html qlikview development scrum net,unknown,unknown,data business intelligence professional data analyst data scientist head business intelligence supervisor director senior software developer consultant system developer data analyst system developer web developer business intelligence developer software developer data scientist senior data analyst research assistant business connexion emediait ramp actualise algoa bus company kohort block code nelson mandela metropolitan university spec saver hybrid development leadhome nelson mandela university nelson mandela university nelson mandela metropolitan university grey high school technikon grey high school technikon bsc physic mathematics bsc honour physic bsc physic mathematics bsc physic mathematics programming data analysis jquery integration mysql sdlc web development net asp net uml java oop ii mvc management sql asp net mvc database architecture wpf sql visual studio wcf web application crystal report agile methodology system analysis web service visual basic qlikview winforms javascript software development testing software xml linq php microsoft sql server soa visual basic net net net framework architecture database design cs html qlikview development scrum net unknown unknown
data scientist advanced analytics dsv,port elizabeth eastern cape south africa,south africa,logistics supply chain,predictive analytics manager senior data scientist advanced analytics predictive analytics manager inventory optimisation supply chain innovation demand planning manager part time lecturer senior advisor demand planning supply chain innovation demand planner predictive analyst data engineering lead inventory optimisation,uti worldwide nelson mandela metropolitan university dsv global transport logistics,13,nelson mandela metropolitan university grey high school nelson mandela metropolitan university nelson mandela metropolitan university,master commerce statistic matric bachelor commerce com economics statistic bachelor commerce honour statistic,pricing management business analysis microsoft excel continuous improvement business process improvement analysis supply chain warehousing operation management process improvement logistics inventory management forecasting demand planning warehouse management supply chain management,unknown,unknown,data scientist advanced analytics dsv predictive analytics manager senior data scientist advanced analytics predictive analytics manager inventory optimisation supply chain innovation demand planning manager part time lecturer senior advisor demand planning supply chain innovation demand planner predictive analyst data engineering lead inventory optimisation uti worldwide nelson mandela metropolitan university dsv global transport logistics nelson mandela metropolitan university grey high school nelson mandela metropolitan university nelson mandela metropolitan university master commerce statistic matric bachelor commerce com economics statistic bachelor commerce honour statistic pricing management business analysis microsoft excel continuous improvement business process improvement analysis supply chain warehousing operation management process improvement logistics inventory management forecasting demand planning warehouse management supply chain management unknown unknown
principle clinical data scientist syneos health,port elizabeth metropolitan area,south africa,pharmaceutical,receptionist committee member data lead senior data lead lodge coordinator principle clinical data scientist senior data manager,iqvia protea hotel bloemfontein syneos health community policing forum cpf lalibela game reserve quintiles,22,society clinical data manager scdm oranje high school girl cti olive chef school barnett education service,certificate clinical data management ccdm clinical data management pas high school high school secondary diploma certificate basic computer skill certificate computer hotel management diploma hotel management certificate good clinical practice administrative support staff good clinical practice administrative support staff,oracle clinical edc ich gcp regulatory submission clinical data management clinical trial ctms data management risk management management oncology rdc cro protocol sop outstanding time management skill pharmaceutical industry gcp clinical research,unknown,unknown,principle clinical data scientist syneos health receptionist committee member data lead senior data lead lodge coordinator principle clinical data scientist senior data manager iqvia protea hotel bloemfontein syneos health community policing forum cpf lalibela game reserve quintiles society clinical data manager scdm oranje high school girl cti olive chef school barnett education service certificate clinical data management ccdm clinical data management pas high school high school secondary diploma certificate basic computer skill certificate computer hotel management diploma hotel management certificate good clinical practice administrative support staff good clinical practice administrative support staff oracle clinical edc ich gcp regulatory submission clinical data management clinical trial ctms data management risk management management oncology rdc cro protocol sop outstanding time management skill pharmaceutical industry gcp clinical research unknown unknown
supply chain optimization lead aspen pharmacare process engineer,port elizabeth eastern cape south africa,south africa,unknown,supply chain optimization lead supply chain data scientist engineering graduate trainee research assistant global graduate management trainee operation,basf university kwazulu natal bat aspen pharma group,6,wit business school university kwazulu natal mountview secondary,future leader development programme organizational leadership bsc honour chemical engineering chemical engineering senior certificate,unknown,unknown,unknown,supply chain optimization lead aspen pharmacare process engineer supply chain optimization lead supply chain data scientist engineering graduate trainee research assistant global graduate management trainee operation basf university kwazulu natal bat aspen pharma group wit business school university kwazulu natal mountview secondary future leader development programme organizational leadership bsc honour chemical engineering chemical engineering senior certificate unknown unknown unknown
unknown,port elizabeth eastern cape south africa,south africa,unknown,programmer online english teacher data scientist,freecodecamp preply orcawise,5,tefl academy leading efl teacher trainer provider google creative campus tefl academy leading efl teacher trainer provider freecodecamp ibm data science specialization netwon technical school newton technical highschool,teacher education professional development specific subject area teaching english second foreign language computer science python data analysis machine learning ibm data science associate degree mechanical engineering physical science math grade,unknown,data analysis python data visualization python ibm data science specialization neural network deep learning machine learning crash course data science methodology python data science data science orientation machine learning python database sql data science python applied data science capstone scientific computing python tool data science data science python data science,unknown,unknown programmer online english teacher data scientist freecodecamp preply orcawise tefl academy leading efl teacher trainer provider google creative campus tefl academy leading efl teacher trainer provider freecodecamp ibm data science specialization netwon technical school newton technical highschool teacher education professional development specific subject area teaching english second foreign language computer science python data analysis machine learning ibm data science associate degree mechanical engineering physical science math grade unknown data analysis python data visualization python ibm data science specialization neural network deep learning machine learning crash course data science methodology python data science data science orientation machine learning python database sql data science python applied data science capstone scientific computing python tool data science data science python data science unknown
data scientist data analyst data engineering candidate msc financial engineering wqu geospatial analyst bsc mathematical statistic cloud computing aws azure google cloud geospatial development,port elizabeth eastern cape south africa,south africa,telecommunication,researcher gi technician finance trainee trainee business developer private tutor agent research assistant data scientist,coega development corporation sand technology frontline research group self employed fusion outsourcing service south african cultural observatory,15,exploreai academy worldquant university university western cape universiteit van wes kaapland,certificate data science brown belt master degree financial engineering bsc mathematica statistical science mathematical statistic probability,customer satisfaction customer service change management management call center landscape evolution process improvement leadership business process analysis sale,unknown,unknown,data scientist data analyst data engineering candidate msc financial engineering wqu geospatial analyst bsc mathematical statistic cloud computing aws azure google cloud geospatial development researcher gi technician finance trainee trainee business developer private tutor agent research assistant data scientist coega development corporation sand technology frontline research group self employed fusion outsourcing service south african cultural observatory exploreai academy worldquant university university western cape universiteit van wes kaapland certificate data science brown belt master degree financial engineering bsc mathematica statistical science mathematical statistic probability customer satisfaction customer service change management management call center landscape evolution process improvement leadership business process analysis sale unknown unknown
data scientist inventory analytics nebula group,port elizabeth eastern cape south africa,south africa,unknown,data scientist intern data scientist,nebula group,6,nelson mandela metropolitan university nelson mandela metropolitan university nelson mandela university nelson mandela metropolitan university nelson mandela university nelson mandela metropolitan university,bachelor commerce bcom economics cum laude bachelor commerce bcom honour mathematical statistic master degree mathematical statistic probability bachelor commerce bcom economics statistic cum laude master degree mathematical statistic,unknown,unknown,unknown,data scientist inventory analytics nebula group data scientist intern data scientist nebula group nelson mandela metropolitan university nelson mandela metropolitan university nelson mandela university nelson mandela metropolitan university nelson mandela university nelson mandela metropolitan university bachelor commerce bcom economics cum laude bachelor commerce bcom honour mathematical statistic master degree mathematical statistic probability bachelor commerce bcom economics statistic cum laude master degree mathematical statistic unknown unknown unknown
data analyst,port elizabeth eastern cape south africa,south africa,unknown,english second language teacher sale mathematics tutor brand ambassador intern data scientist data analyst data scientist,vula oil disney english connex verité research freelance eastern province rugby king,9,nelson mandela university university witwatersrand nelson mandela university,bachelor commerce bcom economics statistic bachelore science honour mathematical statistic bachelor degree economics statistic,unknown,data analysis python data science trree training programme research ethic data visualisation python ibm data science specialization database sql data science python honor data science methodology legal liability training python data science development machine learning python honour tool data science level certificate teaching english foreign language,unknown,data analyst english second language teacher sale mathematics tutor brand ambassador intern data scientist data analyst data scientist vula oil disney english connex verité research freelance eastern province rugby king nelson mandela university university witwatersrand nelson mandela university bachelor commerce bcom economics statistic bachelore science honour mathematical statistic bachelor degree economics statistic unknown data analysis python data science trree training programme research ethic data visualisation python ibm data science specialization database sql data science python honor data science methodology legal liability training python data science development machine learning python honour tool data science level certificate teaching english foreign language unknown
senior data scientist,port elizabeth eastern cape south africa,south africa,market research,senior data scientist senior statistician head analytics master statistician statistician lecturer,digit lightstone pty ltd nelson mandela metropolitan university matrix design group llc lightstone consumer formerly rgt smart,25,grey high school grey high school nelson mandela university nelson mandela university nelson mandela university grey high school upe upe upe,bcom cum laude mathematical statistic mathematics bcomhons cum laude mathematical statistic mcom cum laude mathematical statistic bcom cum laude mathematical statistic mathematics bcomhons cum laude mathematical statistic mcom cum laude mathematical statistic,tutoring data analysis analysis quantitative research statistical modeling teaching linear regression university teaching predictive modeling lecturing management mathematical analysis machine learning theory data mining higher education statistic python course,unknown,unknown,senior data scientist senior data scientist senior statistician head analytics master statistician statistician lecturer digit lightstone pty ltd nelson mandela metropolitan university matrix design group llc lightstone consumer formerly rgt smart grey high school grey high school nelson mandela university nelson mandela university nelson mandela university grey high school upe upe upe bcom cum laude mathematical statistic mathematics bcomhons cum laude mathematical statistic mcom cum laude mathematical statistic bcom cum laude mathematical statistic mathematics bcomhons cum laude mathematical statistic mcom cum laude mathematical statistic tutoring data analysis analysis quantitative research statistical modeling teaching linear regression university teaching predictive modeling lecturing management mathematical analysis machine learning theory data mining higher education statistic python course unknown unknown
data engineer sekura,port elizabeth eastern cape south africa,south africa,chemical,validation officer research assistant data engineer data scientist,aspen pharma group sekura aspen pharma innoventon aspen pharma port elizabeth,10,nelson mandela university nelson mandela metropolitan university stellenbosch university nelson mandela university nelson mandela metropolitan university nelson mandela university,bsc chemistry biochemistry bachelor science honour chemistry postgraduate degree industrial engineering data science msc cum laude chemistry bachelor science honour chemistry msc cum laude chemistry,chemistry data analysis dna extraction microsoft office microsoft excel research analysis biochemistry science lifesciences microbiology molecular biology window cell culture statistic microsoft word,principle production inventory management ppim data science python fundamental cold chain temperature management sterile processing validation fundamental cold chain temperature management msc chemistry cum laude fundamental agile management developing learning mindset data science fundamental data analysis scientist engineer technologist cum laude,unknown,data engineer sekura validation officer research assistant data engineer data scientist aspen pharma group sekura aspen pharma innoventon aspen pharma port elizabeth nelson mandela university nelson mandela metropolitan university stellenbosch university nelson mandela university nelson mandela metropolitan university nelson mandela university bsc chemistry biochemistry bachelor science honour chemistry postgraduate degree industrial engineering data science msc cum laude chemistry bachelor science honour chemistry msc cum laude chemistry chemistry data analysis dna extraction microsoft office microsoft excel research analysis biochemistry science lifesciences microbiology molecular biology window cell culture statistic microsoft word principle production inventory management ppim data science python fundamental cold chain temperature management sterile processing validation fundamental cold chain temperature management msc chemistry cum laude fundamental agile management developing learning mindset data science fundamental data analysis scientist engineer technologist cum laude unknown
manager clinical risk management,port elizabeth eastern cape south africa,south africa,research,principal clinical data scientist lead clinical data analyst manager clinical risk management clinical data scientist clinical research associate senior clinical research associate,pra international pfizer icon plc cato research pra health science boehringer ingelheim,25,dominic high school staffordshire south african nursing council south african medical association dominic high school staffordshire,general nursing pep maternal care pep neonatal care,regulatory affair vaccine oracle clinical medical affair nursing edc patient recruitment cardiology ich gcp regulatory submission clinical trial hematology ctms drug development pulmonology phase oncology clinical research oncology clinical study design diabetes neurology cro trial management ophthalmology clinical monitoring protocol sop orthopedic pharmacovigilance drug safety clinical pharmacology pharmaceutical industry urology gcp rheumatology infectious disease clinical research therapeutic area clinical development inform medical writing clinical operation,unknown,unknown,manager clinical risk management principal clinical data scientist lead clinical data analyst manager clinical risk management clinical data scientist clinical research associate senior clinical research associate pra international pfizer icon plc cato research pra health science boehringer ingelheim dominic high school staffordshire south african nursing council south african medical association dominic high school staffordshire general nursing pep maternal care pep neonatal care regulatory affair vaccine oracle clinical medical affair nursing edc patient recruitment cardiology ich gcp regulatory submission clinical trial hematology ctms drug development pulmonology phase oncology clinical research oncology clinical study design diabetes neurology cro trial management ophthalmology clinical monitoring protocol sop orthopedic pharmacovigilance drug safety clinical pharmacology pharmaceutical industry urology gcp rheumatology infectious disease clinical research therapeutic area clinical development inform medical writing clinical operation unknown unknown
data scientist inventory optimisation demand planning dsv,port elizabeth eastern cape south africa,south africa,logistics supply chain,senior analyst demand planning data scientist,dsv global transport logistics,9,unknown,unknown,unknown,exploratory data analysis data scientist toolbox edx honor code certificate supply chain dynamic ctl scx mitx edx honor code certificate supply chain logistics fundamental programming getting cleaning data edx supply chain analytics ctl scx mitx edx honor code certificate supply chain design statistical learning,unknown,data scientist inventory optimisation demand planning dsv senior analyst demand planning data scientist dsv global transport logistics unknown unknown unknown exploratory data analysis data scientist toolbox edx honor code certificate supply chain dynamic ctl scx mitx edx honor code certificate supply chain logistics fundamental programming getting cleaning data edx supply chain analytics ctl scx mitx edx honor code certificate supply chain design statistical learning unknown
