Headline/Title,City,Country,Industry,Roles,Companies_Worked_At,Total_Years_Experience,Educational_Institutions,Qualifications,Skills,Certifications,Projects
Data Analyst | Business intelligence | Data Management | Data Scientist | Financial Markets Analyst | Synthetic indices Analyst | Laying Fundatation of Analyst Alumni Capitals,"Cape Town, Western Cape, South Africa",South Africa,,"Data Scientist, Senior Data and Dialler Manager, Data Analyst (Business Intelligence), Junior Data Scientist, Senior Dialer Manager, Data Manager, Data Scientist(intern), Graduate","ICONAF, Explore Data Science Academy, Analyst Alumni Capitals, Financial Wealth Holdings (FWH)",6,"University of Limpopo, Explore Data Science Academy, University of Limpopo, Explore Data Science Academy, University of Limpopo, University of Limpopo, University of Limpopo, University of Limpopo","Bsc (Mathematical science ), Statistics and Computer Science, Data Science, Data Science, 80%, Honours Science, Computer Science, Data Science, Data Science, NQF6, Bachelor's degree, Computer Science, 62%, Honours Science, Computer Science (incomplete), Honours Science (Computer Science ), Computer Science, Bsc (Mathematical science ), Statistics and Computer Science, 62%",,"Introduction to Shell, Python Data Science Toolbox(Part !), Python Data Science Toolbox (Part!), Introduction to Programming Using Python, Introduction to SQL, intermediate Python, Introduction to Data Visualization Python","Development of Northern Sotho Application in Grammatical Framework., Classification -Predicting Climate Change, Movie Recomender Systems"
Machine Learning Lead at Lifecheq,"City of Cape Town, Western Cape, South Africa",South Africa,,"Machine Learning Lead, Senior Data Scientist, Data Scientist, Head Teacher: Data Science, Mathematics Tutor, Statistics Tutor, Head Tutor for Statistics, Senior Machine Learning Engineer","University of Cape Town, DataProphet, LifeCheq, Kubevisor GmbH, iXperience CT, Lifecheq",11,"University of Cape Town, University of Cape Town","Bachelor of Science (Honors), Mathematical Statistics, First Class, Master of Science (by coursework and dissertation), Statistical Sciences, Distinction",,"Applied Machine Learning in Python, Julia Scientific Programming (with Honors), Neural Networks for Machine Learning",
Founder & AI Strategist | Transforming Businesses with Intelligent Automation & Strategic Insights | Passionate about Data Science & Innovation,"City of Cape Town, Western Cape, South Africa",South Africa,"Health, Wellness & Fitness","Gymnastics Coach, BSc Sport Science Honors student, Sport Massage Therapist, Support Specialist, Founder & Automation Engineer, Data Scientist, Sales Service Representative, Carpenter, Biomechanics Tutor, Founder & AI Strategist, Strength And Conditioning Coach, Customer Support Consultant, BSc Sport Science Honors, Sports massage therapist","Oaks gymnastics, Van der Stel Gymnastics, Metashift Solutions, Wyzetalk, LifeQ, Inc., Cellc, EPT, Cape Epic (Annette Brand), Craft Studio SA, Eco South Africa Sport & Travel, Stellenbosch University",14,"ETA college, Stellenbosch University, Stellenbosch University, ETA collage, Stellenbosch University","National Fitness Certificate, Sport and Fitness Administration/Management, Bachelor of Science - Honors in High Performance, Sport Science, Bachelor of Science - BS, Sport Science, National Fitness Certificate, Sport and Fitness Administration/Management, Bachelor of Science - BS Honors, Sport Science",,"Massage in Sport and Fitness certificate, Level 1 World Rugby coach certificate, IAAF (International Association of Athletics federations), Bosu Trainer, Complete Python Bootcamp From Zero to Hero in Python, ASA (Athletics South Africa) certificate in technical officiating, Self Myofascial Release, Water Based Training, Muscle Activation and Electro-Neuromuscular Stimulation, Stretch and Elastic band, AWS SageMaker Practical for Beginners | Build 6 Projects, Kinesio taping certificate, SQL Essential Training",
,"Cape Town, Western Cape, South Africa",South Africa,"Leisure, Travel & Tourism","Data Scientist, Assistant Language Teacher, Senior Analyst, Data Analyst, Data Scientist - Experimentation, Owner, Senior Data Scientist - Experimentation, Research Assistant","JUMO.WORLD, Old Mutual South Africa, Liam Furman, Toyama Board of Education, University of Cape Town, Marine Resource Assessment and Management Group, OLRAC SPS, Meta, Booking.com, RealFi",15,"University of Cape Town, University of Cape Town, University of Cape Town","Bachelor of Science (B.Sc.), Computer Science and Applied Mathematics, 75.8%, B.Sc. (Hons), Applied Mathematics, 69%, Master of Science (MSc), Applied Mathematics","tableau, data analysis, scientific writing, statistics, python, spss, c++, sql, machine learning, data mining, fisheries science, data science, computer science, r, matlab, research, mathematical modeling, java, data visualization",,
Chief Data Scientist at Stone Three,"City of Cape Town, Western Cape, South Africa",South Africa,Research,"Post-doc Researcher, Principal Scientist, Visiting scientist, Assistant Professor, Science Officer, Chief Science Officer, Sr. Data Visualization & Software Engineer, Advisor, Engineer & Founder, Chief Information Officer, Co-founder and CxO, Project Engineer, Chief Data Scientist, Ph.D. candidate","TimeScapers, Treparel, vxlabs, Stone Three Signal Processing, Clinical Graphics, Stone Three Venture Technology, CSense Systems, Stone Three Healthcare, Stone Three, Leiden University Medical Center, Delft University of Technology",26,"University of Stellenbosch, University of Stellenbosch, Delft University of Technology, Technische Universiteit Delft","B.Eng., Electronic Engineering, M.Sc., Electronic Engineering, Ph.D., Computer Science, Ph.D., Computer Science","high performance computing, distributed systems, software design, volume rendering, 3d, opencv, android, latex, computer vision, c, embedded systems, image analysis, python, vtk, qt, digital imaging, django, signal processing, c++, medical imaging, open source, software development, opengl, ajax, software engineering, teaching, machine learning, natural language processing, data mining, visualization, cuda, computer science, javascript, 3d visualization, scientific visualization, linux, imaging, scientific computing, image processing, research, parallel computing, human computer interaction, algorithms, dicom, pattern recognition, itk, programming, java, jquery, data visualization",,
Lead Data Scientist,"City of Cape Town, Western Cape, South Africa",South Africa,Hospital & Health Care,"Senior Data Scientist (Datonomy), Data Scientist, Big Data Analyst | Fraud Data Science, Lead Data Scientist, Data Science Consultant, MSc BMI: Business Analytics Industry Research Project, Consulting Analyst, Model Analyst | Model Development","Datonomy Solutions, North West University Potchefstroom Campus, BroadReach, ShopriteX, PSAT Consulting Services, Barclays Africa Group Limited",12,"North-West University/Noordwes-Universiteit, North-West University/Noordwes-Universiteit, North West University South Africa, Oracle University, North-West University/Noordwes-Universiteit","Honours, BMI- Data Mining/Business Analytics, Honours, Master's degree, BMI - Business Mathematics and Informatics, Bachelor of Science (BSc.), Business Mathematics and Informatics, Data Mining, Oracle Certified Associate DBA, Database 11g, Honours, BMI- Data Mining/Business Analytics, Honours","oracle e-business suite, oracle sql, business intelligence, financial risk, sas programming, statistical modeling, sas, visual basic, financial modeling, data mining, risk management, business analysis, database administration, statistics",Oracle Certified Associate DBA,
,"City of Cape Town, Western Cape, South Africa",South Africa,Financial Services,"Postdoctoral Research Fellow, Data Engineer, Data Scientist, Head of Data and Analytics, PhD in Applied Mathematics, Data Consultant, Cofounder, Founder","Base13, Prodigy Finance, TurnStay, New York University, Baobab Connect, Princeton University, Slide",16,"New York University, Princeton University, New York University","-, Postdoctural Researcher, Oceanography","python, entrepreneurship, matlab, fortran, applied mathematics, mathematical modeling, data analysis, physical oceanography, software development","Prediction and Control with Function Approximation, A Complete Reinforcement Learning System (Capstone), AWS Certified Machine Learning – Specialty, Sample-based Learning Methods, Fundamentals of Reinforcement Learning, Reinforcement Learning Specialization",
Data Analyst,"City of Cape Town, Western Cape, South Africa",South Africa,Fishery,"Project Manager and Data Analyst, Principal Consultant, Data Scientist - Freelancer on Upwork, Data Scientist, Freelance Consultant and Data Scientist, BI Consultant, Data Analyst","PBT Group, Nexus Data Science, Anchor Environmental Consultants, Do Mar Enviro CC, DataDrive2030, Freelance Data Scientist, MIMIR Data Science (MDS)",18,"Edinburgh Napier University, Edinburgh Napier University, Edinburgh Napier University, Ayr Technical College","Bachelor’s Degree, Ecotourism, Honours 1st, MSc Aquatic Ecosystem Management, Scientific Research, Master of Science, MSc Aquatic Ecosystem Management, Scientific Research, Master of Science, Bachelor's Degree, Ecotourism, Honours 1st, Institutional Management, Diploma","data analysis, multivariate analysis, project management, sql server management studio, data modeling, access, microsoft excel, quantitative research, sql, management, databases, science, marketing, machine learning, data mining, data science, r, big data analytics, big data, e-commerce, research, data management, mysql, scientific data management, qualitative research, multivariate statistics","Data Mining with Weka, More Data Mining with Weka, Exploratory Data Analysis, IBM Watson Campaign Automation (2017) - Intermediate, The Data Scientist's Toolbox, Computing for Data Analysis, The Data Scientist’s Toolbox, R Programming, Getting and Cleaning Data",
Principal Data Engineer at GoDaddy,"City of Cape Town, Western Cape, South Africa",South Africa,Financial Services,"Senior Developer, Data Scientist, Senior Software Engineer, Principal Data Engineer, Contract Data Engineer","Allan Gray Proprietary Limited, GoDaddy, Over, Nomanini",11,"University of Pretoria/Universiteit van Pretoria, ********** ** ********/************ *** ********, ****, ********, GoDaddy, University of Pretoria/Universiteit van Pretoria","-, -, -","scala, microsoft office, agile methodologies, scrum, object oriented design, sdlc, java, machine learning, statistical data analysis, data science, ruby, sql, business analysis, r, data visualization","AWS Certified Solutions Architect – Associate, Data Science Specialization",
,"Cape Town, Western Cape, South Africa",South Africa,Information Technology & Services,"IT Audit (Snr) Consultant, Analytics & Reporting, Analytics Lead, Data Analytics Manager, Manager: Data Analytics, Data Analytics, Data Analytics Lead, Data Scientist, Developer, Analytics & Insights, Data Analyst, Director, Business Intelligence Consultant, Data Analytics Consultant, Manager, Insights & Analytics Lead","Philips, Qbiz Netherlands, Naspers Group, Deloitte, VodafoneZiggo, Uber, JPLab Consulting, QGroup, Deloitte South Africa, Qbiz Inc., SA Outsourcing, Naspers Limited",20,University of Pretoria/Universiteit van Pretoria,"Bachelor of Commerce - BCom, Informatics, Bachelor of Commerce - BCom, Informatics","analytics, project management, ecommerce, google analytics, python, data analytics, business intelligence, sql, management, databases, governance, business statistics, data science, risk management, internal controls, r, it audit, cobit, sas, internal audit, business analysis, data visualization","Google Analytics for Beginners, Google Data Studio, Advanced Google Analytics, Google Tag Manager Fundementals, COBIT Foundations, CISA (Certified Information Systems Auditor), Google Analytics",
Astronomer/Data Scientist,"Cape Town, Western Cape, South Africa",South Africa,,"Senior Scientist, Data Scientist, Head of Instrumentation, Postdoctoral Research Associate, Postdoctoral Researcher, Research Scientist, Chief Operating Officer, SALT Astronomer, Research Affiliate, Research Assistant","Lowell Observatory, Planetary Science Institute, Cloud-Fundis, Massachusetts Institute of Technology, South African Astronomical Observatory, University of Colorado, Southern African Large Telescope (SALT)",28,"University of Colorado Boulder, USB, United States Air Force Academy, Denison University, University of Colorado Boulder, United States Air Force Academy","Doctor of Philosophy - PhD, Astrophysical, Planetary, and Atmospheric Sciences, certificate (NQF Level 6), Executive Development: National Research Foundation Management Development Programme, Director’s Award for top student, -, Bachelor of Science - BS, Majors: Physics, Mathematics Minor: Astronomy, Graduated cum laude from the Honors Program, Master of Science - MS, Astrophysical, Planetary, and Atmospheric Sciences",,,
Senior Data Analyst at Ringier South Africa,"City of Cape Town, Western Cape, South Africa",South Africa,,"Value Chain Analyst, Data Scientist, Data Analyst, Senior Data Analyst, DC Trainee Manager - Supply Chain Graduate Programme, Small Formats Business Analyst","The Shoprite Group of Companies, ShopriteX, Quantium, Ringier South Africa",7,"Udemy, Stellenbosch University, Stellenbosch University, Udemy","The Ultimate MySQL Bootcamp, Bachelor of Commerce - BCom, Logistics and Quantitative Management, Cum Laude, BCom (Hons) Quantitative Management, Cum Laude, The Data Science Course 2019",,"Deep Dive: Building Your First Pipeline, Deep Dive: Data Analysis in Contour, Speedrun: Your First AIP Workflow, IBM Professional Certificate in Data Science, Deep Dive: Building Your First Application, Deep Dive: Data Analysis in Quiver, Foundry & AIP Builder Foundations",
"Senior Analyst, Engineer - Uber Eats","City of Cape Town, Western Cape, South Africa",South Africa,,"Data Analyst (Operations & Logistics Manager), Data Analytics Teaching Assistant, Junior Project Engineer, Data Scientist, Consultant Business Analyst Intern, Senior Data Analyst (Sr. Operations and Logistics Manager), Data Science Teaching Assistant, Data Analyst, Assessor: UCT Data Analysis Course, Exposure Year Programme, House Committee Member, Industrial Engineering Intern, Data Science Intern, Consultant Business Analyst","Eendrag Manskoshuis | Men's Residence, BDO South Africa, GetSmarter, BMGI South Africa, Uber, Cortex Logic, iXperience, BDO, Anglo Platinum",9,"Stanford University, Stellenbosch University, Oakdale Agricultural High School, Radical Mathematics and Science, Launchpad Coaching","Course, Machine Learning and Statistical Pattern Recognition, Tertiary Level, Bachelor's degree, Industrial Engineering, Tertiary Level, High School, Secondary Level, Certificates in Pre-Calculus, Calculus, Engineering Physics and Applied Calculus., Engineering, Tertiary Level, Course, Young Professionals Business Training",,"IBM SQL for Data Science, Machine Learning by Stanford University",
Quantitative Analyst at FNB South Africa,"City of Cape Town, Western Cape, South Africa",South Africa,,"Fraud Operations Agent, Quantitative Analyst / Data Scientist, Poker Analyst, Returns Analyst (Team Leader), Returns Analyst, Risk Analyst, Brand Performance Specialist, Risk Operator, Risk Outbound & Support Agent, Quantitative Analyst / Data Scientist II, Risk Consultant, PaySpark Support Agent","Direct Axis, FNB South Africa, Mercantrade, DataCash, PokerStars, Forwardslash, Rational Group",24,,,,,
Head of Data Analytics at Nimble Group (Pty) Ltd,"City of Cape Town, Western Cape, South Africa",South Africa,Financial Services,"Senior Data Scientist, Head of Data Analytics, Senior Manager: ICT, Business Optimisation & Special Projects","Nimble Group (Pty) Ltd, SAFCOL",12,"Stellenbosch, Stellenbosch, Stellenbosch, ************, Stellenbosch, Stellenbosch","BSc, Computer Science; Mathematics, Applied Mathematics, Hons BSc, Applied Mathematics, M Sc, Applied Mathematics, BSc, Computer Science;","business process improvement, business strategy, systems analysis, project planning, sdlc, predictive analytics, optimizations, project management, business process, data analytics, credit industry, business intelligence, management, management consulting, optimization, strategy, analysis, forecasting, strategic planning, operations research, predictive modeling, business analysis",,
Head of Data Science | Strategy Director | LinkedIn Top Voice - Loyalty Programs,"Cape Town, Western Cape, South Africa",South Africa,Financial Services,"Senior Data Scientist, Senior Analyst, Independent Data Science Consultant for Tsebo Actuaries, Statistics Tutor, Student Representative Council Election Assistant, Senior Analyst (Actuarial and Operational), Actuarial Analyst, Senior Data Scientist & Consultant, Data Science Strategy Director, Study Abroad Orientation Leader, Front Desk Assistant, Founder","Munro Consulting Actuaries, Alumni Valley, Indpendent Actuaries & Consultants, Blue Label Telecoms, Made in Afriqa, DigiOutsource, BluNOVA, Independent Actuaries & Consultants (Pty) Ltd, University of Cape Town, Tsebo Actuaries, Achievement Awards Group",16,"University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town","Bachelor of Commerce (BCom), Economics and Statistics, 67, Bachelor of Commerce Honours, Statistics, 69, Master’s Degree (Dept. of Statistical Sciences), Operational Research, Passed, 67, 69, Passed, Master’s Degree, Operational Research, Passed","biochemistry, teamwork, operational risk management, pcr, data analysis, cell culture, latex, microsoft word, statistics, public speaking, microsoft office, spss, molecular biology, microsoft excel, c++, science, teaching, powerpoint, stata, matlab, research, qualitative research, programming, economics","Becoming a changemaker: Introduction to Social Innovation (with Honors), Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning, R Programming A-Z™: R For Data Science With Real Exercises!,  Machine Learning, Microsoft Certified: Azure Data Scientist Associate, Executive Data Science Capstone, Python Basics by University of Michigan, Databases and SQL for Data Science, A Crash Course in Data Science, Data Science in Real Life, Executive Data Science Specialization,  Becoming a changemaker: Introduction to Social Innovation (with Honors), Complete Python Bootcamp: Go from zero to hero in Python 3, Building a Data Science Team, Managing Data Analysis, Machine Learning",Guest Speaker at UCT Statistical Sciences Seminar
Data Engineer at betterbusiness GmbH,"City of Cape Town, Western Cape, South Africa",South Africa,,"Junior Operations Analyst, Data Engineer, Projects Analyst, Junior Data Scientist, Projects Data Analyst, Operations Analyst, Junior Analytics Engineer, Academic Tutor, Analytics Engineer","betterbusiness GmbH, Valenture Institute, DataOrbis, University of Cape Town",7,"Bishops Diocesan College, University of Cape Town","National Senior Certificate, Bachelor of Business Science (Honours) · Economics",,"dbt Fundamentals, Intermediate PostgreSQL, Using Python to Access Web Data, Version Control with Git, Python Data Structures, Using Databases with Python, Hands On Essentials - Data Warehouse, AWS Cloud Practitioner Essentials",
Senior Machine Learning Engineer at LifeCheq,"City of Cape Town, Western Cape, South Africa",South Africa,Information Technology & Services,"Data Scientist, Mathematics Tutor, Senior Machine Learning Engineer, Intern","University of Cape Town, DataProphet, Aerobotics, Kubevisor GmbH, Lifecheq",10,"University of Cape Town, University of Cape Town","Masters, Mathematics, Bachelor's degree (Honours), Mathematics, 79%",,,
Data Analyst,"City of Cape Town, Western Cape, South Africa",South Africa,Management Consulting,"Intern, Usher (volunteer), Environmental Officer (Intern) Pollution Basic Production, Graduate in Training, Salesperson, Environmental Consultant, Data Scientist Intern, Junior Environmental Scientist","The Department of Environmental Affairs and Development Planning, PetroSA, The Environmental Partnership, AECOM, Milady's, Vodacom Cup Challenge, ERM: Environmental Resources Management, BCX",18,"University of the Western Cape/Universiteit van Wes-Kaapland, University of the Western Cape/Universiteit van Wes-Kaapland, University of the Western Cape/Universiteit van Wes-Kaapland","Bachelor of Science (BSc) Honours, Geology/Earth Science, General, Bachelor of Science (BSc), Geology/Earth Science, General, Master's Degree, Geology/Earth Science, General","environmental impact assessment, oil & gas, environmental remediation, environmental awareness, data analysis, petroleum, microsoft office, geophysics, earth science, geoframe, geological mapping, petrophysics, petroleum geology, petrel, field mapping, pollution prevention, structural geology, geology, interactive petrophysics, research, core logging, logging","Basic Physics, Water in a Thirsty World, Golden Key International Honour Society Member, Climate Change, Principles of Project Management, Marine and Antarctic Science, Petrel Fundamentals, Excel (level 1,2 and 3), Mining Engineering, H.U.E.T Offshore Survival, Geospatial Intelligence & the Geospatial Revolution, MOOC OIL & GAS - FROM EXPLORATION TO DISTRIBUTION",
Data Scientist at Old Mutual | Pursuing Masters in Computer Science at UCT,"Cape Town, Western Cape, South Africa",South Africa,,"Trainee data scientist, Retail Salesperson, Computer Science Tutor","Old Mutual Limited, University of Cape Town, Servisure",3,"St George's Grammar School, University of Cape Town, University of Cape Town, University of Cape Town","National Senior Certificate, Bachelor of Science - BS, Computer Science, Bachelor's degree, Computer Science, 76, Master of Science - MS, Computer Science",,,
Data Scientist at Capitec Bank,"City of Cape Town, Western Cape, South Africa",South Africa,Financial Services,"Business Analyst, Data Scientist, Learn to swim coach, Head swim coach, Business Planning Analyst, Financial Quantitative Analyst, Senior Business Intelligence Analyst, Business Intelligence Analyst","Capitec, Entersekt, Capitec Bank, Rustenburg Girls'​ High School, Rustenburg Girls School, Headstart Swim School, RiskCafé",13,"Herschel Girls' High School, University of Pretoria/Universiteit van Pretoria, University of Pretoria/Universiteit van Pretoria, Stellenbosch University/Universiteit Stellenbosch, Herschel Girls' High School","-, Bachelor of Science (BSc), Mathematical Statistics and Probability, BScHonours, Financial Engineering, MComm, Financial Risk Management","marketing strategy, microsoft office, social media, microsoft excel","AWS Certified Cloud Practitioner, Advanced Kanban Management Professional II (Advanced-KMP II), AWS Cloud Quest: Cloud Practitioner, Certified Scrum Product Owner® (CSPO®)",
Machine Learning / Data Scientist Independent Consultant at We-Alg solutions,"City of Cape Town, Western Cape, South Africa",South Africa,Research,"Physicist, Algorithm developer, Data Scientist, Machine Learning / Data Scientist Independent Consultant, developer, Algorithm Developer - Biomedical Signal Processing, Algorithm developer - Medical Imaging, Physicist / Data scientist / Biomedical Signal Processing, Algorithm Developer, Algorithm Developer - medical imaging, Developer - Web applications","Explore Data Science Academy, HealthQ Technologies, Itamar Medical, Aposense, Jefferson Lab, Sheba- Center for Advance Medical Technologies, Streetcar.com, We-Alg solutions",28,"Tel-Aviv University, Israel","Ph.D, Physics","data analysis, physics, experimentation, materials science, optics, numerical analysis, python, computational physics, nuclear physics, simulations, signal processing, c++, biomedical engineering, science, machine learning, monte carlo simulation, spectroscopy, r&d, big data, scientific computing, matlab, image processing, mathematical modeling, algorithms, research and development (r&d)",,
Data Scientist || Data Analyst at Rand Mutual Assurance,"City of Cape Town, Western Cape, South Africa",South Africa,,"Data Scientist || Data Analyst, Data Scientist || Data Analyst || Customer Solution Analytics, Data Analyst || Customer Solution Analytics, Astronomy Tutor, Data Scientist || Analyst, Physical Science Educator, Data Science || Data Analysis, Data Science Intern","Sanlam, Anova Health Institute, Rakoko Senior Secondary School, Council for Scientific and Industrial Research (CSIR), City of Cape Town, Department of Health, South African Astronomical Observatory, Khonology, Rand Mutual Assurance",10,"North-West University/Noordwes-Universiteit, University of Cape Town, University of the Western Cape/Universiteit van Wes-Kaapland, ESMT  Berlin, University of Cape Town","Bachelor’s Degree, Chemistry and Physics, BSc(Honours), Astrophysics and Space Science, Master of Science (MSc), Mathematical Sciences (Financial Mathematics), Certificate, Business Management, Bachelor’s Degree, Astronomy and Astrophysics",,,
"Data Science, AI and Product Leader","City of Cape Town, Western Cape, South Africa",South Africa,Information Technology & Services,"Internship - Research and Development, Senior Data Scientist, Data Scientist, Analyst, AI Lead, Head of Product, Director Data Science","M4JAM (Pty) Ltd., izwe.ai, RisCura, Telkom, Xihluke Consulting HQ, BCX, TNS",12,"University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town","Bachelor's Degree, Economics and Finance, Bachelor of Commerce (B.Com.) (Hon), Statistics, Master's Degree, Mathematical Statistics, Bachelor's Degree, Economics and Finance, Bachelor's Degree, Economics and Finance","accounting, windows, data analysis, teamwork, bloomberg, finance, visual basic for applications (vba), quantitative analytics, microsoft word, economics, photoshop, public speaking, statistics, leadership, data analytics, microsoft office, php, team leadership, financial modeling, financial analysis, microsoft excel, sql, c++, quantitative research, vba, investments, statistical modeling, powerpoint, codeigniter, derivatives, data science, r, valuation, social media, research, customer service, mysql, html, jquery, programming, java, nodejs, english, analysis, time management",,
Director at Sense It Technologies,"City of Cape Town, Western Cape, South Africa",South Africa,Industrial Automation,"SAS Consultant, SAS Developer, SAS ETL Developer, BI Consultant (Advanced Analytics), IT Developer, Web Developer, Data Processing Programmer, Solutions Architect, Data Scientist (Advanced Analytics), Director, Senior Business Intelligence Analyst, Technical, SAS Support Analyst","Sense It Technologies, Synovate, PBT Group, British Gas",21,"CTI Education Group, CTI Education Group, Technical High School, Drostdy, Technical High School, Drostdy, CTI (Computer Training Institute), CTI (Computer Training Institute), CTI (Computer Training Institute)","Diploma, Computer Science, IAD (International Advanced Diploma), Business Management; Project Management, -, Diploma, Computer Science, IAD (International Advanced Diploma), Business Management; Project Management, IAD (International Advanced Diploma), Business Management;","data integration, pl/sql, data analysis, analytics, xml, php, business intelligence, data warehouse architecture, access, data modeling, market research, sql, etl, t-sql, unix, data warehousing, data mining, javascript, database design, sql server, linux, mysql, html, sas, microsoft sql server, telecommunications, programming, analysis",,
,"City of Cape Town, Western Cape, South Africa",South Africa,Telecommunications,"Senior Data Scientist (Advanced Analytics and Modelling), Customer Analytics, Insights & CVM Senior Manager, Advanced Analytics & Big Data Lead, Statistical Analyst (Decision Scientist), Senior Advanced Analytics & Modelling specialist, Advanced Analytics & Optimisation Senior Manager, Tutor (Part-time)  - Data Analysis for Management, Head Mentor (Part-time) - Big Data and Social Analytics, Senior Specialist: Advanced Modelling (Current role), Customer Analytics, Insights & CVM Manager (Senior), Advanced Analytics & Optimisation Manager (Senior), Lecturing Senior Officer, Customer Analytics, Insights & CVM Manager, Mentor (Part-time)  - Data Analysis for Management, Advanced Analytics & Optimisation Manager, Senior Consultant (Data Scientist/Data Analyst/Statistical Analyst), Data Analyst & IT General Controls Auditor, Principal Statistical Analyst, Officer and Computer Literacy Module Coordinator, Decision Scientist (Statistical Analysis and Modelling), Advanced Analytics & Big Data Lead (Current role), Principal Data Scientist and Statistical Analyst, Senior Data Scientist (Statistical Modelling and Analytics)","Irvin & Johnson (I&J), Ernst & Young, GetSmarter, University of the Western Cape, Woolworths, Catalytiq (Pty) Ltd, Vodacom, RCS, 2U",17,"University of the Western Cape/Universiteit van Wes-Kaapland, University of the Western Cape/Universiteit van Wes-Kaapland, University of the Western Cape/Universiteit van Wes-Kaapland, Fairbairn College","Bachelor of Science (BSc)(Computer Science), Computer Science, Bachelor's degree (Hons)(Structured Statistics), Statistics, Master's degree, Statistics, Matric Exemption, All",,,
Data Scientist | MEng Electronic,"Cape Town, Western Cape, South Africa",South Africa,,"Student Researcher, Associate Data Scientist","Stellenbosch University Media Lab, AdvanceGuidance",2,"Stellenbosch University, Stellenbosch University, Stellenberg High School, North-West University / Noordwes-Universiteit, Stellenbosch University","Bachelor of Engineering, Electrical and Electronic Engineering, Average 76%, Master of Engineering - MEng, Electronic Engineering, 72%, 7 distinctions (89.67% average), Bachelor of Engineering - BE, Computer and Electronics Engineering, Average distinction, Bachelor of Engineering, Electrical and Electronics Engineering",,,
"MSc, UCT| Data Scientist | Data Analyst | Quantitative Research Scientist","Cape Town, Western Cape, South Africa",South Africa,,"Quantitative Scientist, Data Scientist, Quantitative Biologist, Database manager & Data Scientist, Student Research Scientist, Science Editor, Research Scientist, Conservation student | Field Assistant","Bay world Centre for Research and Education| Antarctic and Southern Ocean Coalition, Department of Forestry, Fisheries and the Environment (DFFE), Honeyguide research project, University of the Western Cape, Ex: CNRS HWANGE LTSERS, Imvelo Blue Environment Consultancy",9,"National University of Science and Technology (ZW), National University of Science and Technology (ZW), University of Cape Town","Forest Resources and Wildlife Management, Conservation Biology, Forest Resources and Wildlife Management, Conservation Biology, 2.1, Master of Science - MSc, Conservation Biology",,"IBM Data Science Professional Certificate, BCG - Data Science Job Simulation, Data Visualization with Python, Data Analysis with Python, Machine Learning with Python (with Honors), Databases and SQL for Data Science with Python, Python for Data Science, AI & Development","BCG, Forage, Junior Data Scientist (Simulation Project), BCG, Forage, Junior Data Scientist, IBM Data Analyst Capstone Project"
God’s child | Author| Entrepreneur | Impact Speaker| Hackathon Extraordinaire,"City of Cape Town, Western Cape, South Africa",South Africa,,"Software developer and tester, Freelance Research Assistant, Data Scientist, Research Assistant, Academic Tutor, Data Science Intern, Founder","University of Johannesburg, Explore Data Science Academy, Joburg Centre for Software Engineering (JCSE), University of the Witwatersrand, ZAZI Inc., Telkom, Public Affairs Research Institute",16,University of Johannesburg,"Software Engineer, Computer Software Engineering",,,"AI Expo Africa (Zindi Pothole Detection Hackathon), Launchpad (Zindi Uber Hackathon)"
Technical Lead Data Scientist @ Sand Technologies | Microsoft Certified Data Scientist,"Cape Town, Western Cape, South Africa",South Africa,,"Technical Lead (Data Science), Men's 3rd/4th Team Football Coach, Data Scientist, Instructor, Men's 4th Team Football Coach, Physics and Mathematics Tutor, Tech Lead Data Scientist, Junior Data Scientist, Men's 3rd Team Football Coach, Physics tutor / Laboratory demonstrator, Physics Tutor, Under 19 Boys Football Coach, Physics / Chemistry / Mathematics tutor, Genius Instructor, Tech Lead: Data Science, Data Science Mentor","Genius Premium Tuition, ExploreAI, topmate.io, EXPLORE AI, Tutor Me Academic Services, University of Cape Town, Sand Technologies, St. Georges Grammar School",7,"University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town, St. Georges Grammar School","Master of Science - MSc, Physics, Bachelor of Science - BSc, Physics and Applied Mathematics, Bachelor of Science (Honours), Physics, Master of Science - MSc, Physics, 74%, Bachelor of Science - BSc, Physics and Applied Mathematics, Bachelor of Science (Honours), Physics, Master of Science - MSc, Physics, 74%, National Senior Certificate (Matric), 6 distinctions",,"Microsoft Certified: Azure AI Fundamentals, Google Cloud Big Data and Machine Learning Fundamentals, Coaching D license, Microsoft Certified: Azure Data Scientist Associate, Introduction to Generative AI, Level 1.3 Coaching in the Game, Microsoft Certified: Azure Fundamentals, Microsoft Certified: Power BI Data Analyst Associate",
